AK-Logger v1.0
Datum: 1900-1-1

Timestamp;Temperature;Humidity;
7:13:40;17.86;56.42;
7:13:41;19.02;78.39;
7:13:42;20.09;50.96;
7:13:43;22.63;40.70;
7:13:44;24.22;56.22;
7:13:45;18.92;32.42;
7:13:46;16.20;45.75;
7:13:47;23.87;58.87;
7:13:48;18.97;35.16;
7:13:49;22.02;64.95;
7:13:50;27.75;72.34;
7:13:51;18.17;41.01;
7:13:52;17.01;49.10;
7:13:53;17.50;73.04;
7:13:54;26.00;55.66;
7:13:55;19.93;45.41;
7:13:56;21.50;78.49;
7:13:57;22.21;53.56;
7:13:58;18.16;39.31;
7:13:59;25.90;61.02;
7:14:0;20.52;59.18;
7:14:1;16.08;73.82;
7:14:2;27.30;55.62;
7:14:3;26.93;34.18;
7:14:4;15.36;35.00;
7:14:5;27.42;47.99;
7:14:6;28.66;31.17;
7:14:7;18.63;62.53;
7:14:8;20.99;64.27;
7:14:9;15.78;41.39;
7:14:10;23.67;37.25;
7:14:11;23.77;40.95;
7:14:12;20.14;41.57;
7:14:13;16.06;70.96;
7:14:14;25.35;56.78;
7:14:15;28.54;44.24;
7:14:16;26.61;45.03;
7:14:17;21.42;48.27;
7:14:18;27.37;77.95;
7:14:19;22.00;51.79;
7:14:20;15.59;71.84;
7:14:21;20.12;35.43;
7:14:22;28.16;61.78;
7:14:23;15.51;50.12;
7:14:24;22.09;57.25;
7:14:25;20.64;43.85;
7:14:26;23.84;59.87;
7:14:27;21.05;58.16;
7:14:28;20.88;76.48;
7:14:29;17.33;71.93;
7:14:30;18.17;55.39;
7:14:31;19.60;65.85;
7:14:32;15.83;64.58;
7:14:33;26.64;60.42;
7:14:34;23.11;69.15;
7:14:35;29.83;40.10;
7:14:36;16.91;44.97;
7:14:37;22.80;34.54;
7:14:38;26.03;34.31;
7:14:39;23.79;65.63;
7:14:40;19.76;77.41;
7:14:41;16.72;35.24;
7:14:42;27.57;43.11;
7:14:43;23.50;53.11;
7:14:44;20.62;30.97;
7:14:45;27.32;45.34;
7:14:46;28.41;64.07;
7:14:47;28.10;65.88;
7:14:48;15.50;50.71;
7:14:49;24.98;79.94;
7:14:50;27.06;54.25;
7:14:51;18.37;52.86;
7:14:52;16.46;55.76;
7:14:53;21.88;69.68;
7:14:54;28.83;32.83;
7:14:55;20.29;60.84;
7:14:56;29.65;55.90;
7:14:57;23.90;68.50;
7:14:58;15.72;65.87;
7:14:59;21.89;59.91;
7:15:0;18.42;42.96;
7:15:1;29.21;44.34;
7:15:2;18.32;52.55;
7:15:3;25.32;68.81;
7:15:4;16.40;51.11;
7:15:5;24.19;74.23;
7:15:6;28.27;77.08;
7:15:7;18.98;41.52;
7:15:8;29.22;74.72;
7:15:9;24.93;33.39;
7:15:10;27.13;67.11;
7:15:11;19.30;54.89;
7:15:12;16.09;61.25;
7:15:13;15.24;70.94;
7:15:14;25.99;57.04;
7:15:15;23.41;35.82;
7:15:16;15.50;38.75;
7:15:17;29.74;78.57;
7:15:18;26.31;67.88;
7:15:19;28.66;63.57;
7:15:20;21.73;71.39;
7:15:21;28.28;66.32;
7:15:22;29.46;68.51;
7:15:23;22.47;74.28;
7:15:24;28.07;64.84;
7:15:25;28.59;34.39;
7:15:26;23.87;33.10;
7:15:27;19.56;70.97;
7:15:28;24.63;33.11;
7:15:29;20.96;49.30;
7:15:30;27.76;55.34;
7:15:31;22.55;50.32;
7:15:32;17.23;32.21;
7:15:33;25.15;34.10;
7:15:34;29.75;36.58;
7:15:35;22.38;68.46;
7:15:36;27.87;74.59;
7:15:37;16.20;46.40;
7:15:38;24.24;44.10;
7:15:39;21.21;68.19;
7:15:40;16.07;77.39;
7:15:41;23.07;30.03;
7:15:42;15.15;65.11;
7:15:43;16.82;52.76;
7:15:44;25.05;52.75;
7:15:45;29.95;63.61;
7:15:46;23.87;62.39;
7:15:47;23.93;49.50;
7:15:48;19.27;71.69;
7:15:49;21.92;67.95;
7:15:50;27.15;43.77;
7:15:51;17.76;78.25;
7:15:52;28.77;58.65;
7:15:53;25.84;34.88;
7:15:54;23.70;68.93;
7:15:55;23.37;67.37;
7:15:56;23.91;62.79;
7:15:57;17.99;32.91;
7:15:58;27.22;63.81;
7:15:59;27.79;56.25;
7:16:0;29.03;56.75;
7:16:1;23.38;67.97;
7:16:2;25.15;56.76;
7:16:3;27.82;71.14;
7:16:4;23.61;30.41;
7:16:5;19.84;40.87;
7:16:6;24.12;36.86;
7:16:7;19.45;76.90;
7:16:8;16.57;41.13;
7:16:9;23.68;67.58;
7:16:10;26.73;31.36;
7:16:11;23.71;52.19;
7:16:12;17.55;46.69;
7:16:13;23.11;65.44;
7:16:14;23.02;35.99;
7:16:15;15.59;70.67;
7:16:16;17.74;51.49;
7:16:17;27.35;68.96;
7:16:18;28.38;47.80;
7:16:19;25.05;37.19;
7:16:20;21.39;78.35;
7:16:21;22.56;79.89;
7:16:22;29.88;42.12;
7:16:23;24.35;35.84;
7:16:24;21.85;43.84;
7:16:25;21.94;63.01;
7:16:26;18.20;50.12;
7:16:27;23.75;35.88;
7:16:28;26.98;35.60;
7:16:29;17.36;45.49;
7:16:30;20.72;72.41;
7:16:31;29.69;42.57;
7:16:32;17.90;50.55;
7:16:33;21.30;53.06;
7:16:34;21.00;49.57;
7:16:35;18.18;71.38;
7:16:36;26.27;61.59;
7:16:37;24.08;73.59;
7:16:38;28.19;36.02;
7:16:39;15.77;67.69;
7:16:40;15.16;38.09;
7:16:41;29.99;67.58;
7:16:42;16.17;30.64;
7:16:43;28.54;66.98;
7:16:44;21.34;63.43;
7:16:45;26.01;58.20;
7:16:46;15.30;74.19;
7:16:47;27.33;49.92;
7:16:48;18.36;44.98;
7:16:49;26.34;36.09;
7:16:50;22.45;65.46;
7:16:51;16.81;55.98;
7:16:52;19.30;79.20;
7:16:53;22.01;64.87;
7:16:54;19.13;79.21;
7:16:55;16.61;66.78;
7:16:56;24.12;55.68;
7:16:57;25.15;39.33;
7:16:58;24.25;62.09;
7:16:59;24.68;49.89;
7:17:0;21.31;55.07;
7:17:1;27.49;31.86;
7:17:2;22.65;60.19;
7:17:3;27.56;33.65;
7:17:4;29.78;77.54;
7:17:5;29.21;55.59;
7:17:6;20.83;65.02;
7:17:7;26.19;58.03;
7:17:8;28.13;70.43;
7:17:9;27.38;68.57;
7:17:10;17.49;55.05;
7:17:11;24.35;75.20;
7:17:12;28.84;35.21;
7:17:13;20.31;71.90;
7:17:14;20.10;77.27;
7:17:15;18.56;57.26;
7:17:16;28.44;78.80;
7:17:17;17.54;77.73;
7:17:18;18.39;61.92;
7:17:19;28.64;74.24;
7:17:20;20.51;69.41;
7:17:21;27.44;67.51;
7:17:22;25.46;35.95;
7:17:23;25.86;73.61;
7:17:24;26.29;39.71;
7:17:25;18.20;67.22;
7:17:26;21.23;34.32;
7:17:27;27.36;66.09;
7:17:28;19.59;34.58;
7:17:29;16.50;63.31;
7:17:30;24.04;62.06;
7:17:31;17.26;56.28;
7:17:32;23.73;56.38;
7:17:33;23.84;75.36;
7:17:34;18.41;47.40;
7:17:35;26.83;31.93;
7:17:36;27.12;42.74;
7:17:37;25.32;38.96;
7:17:38;15.01;52.78;
7:17:39;19.20;74.91;
7:17:40;23.21;31.69;
7:17:41;26.66;59.47;
7:17:42;19.67;39.19;
7:17:43;25.84;70.44;
7:17:44;16.18;66.30;
7:17:45;25.99;41.27;
7:17:46;15.55;34.59;
7:17:47;19.60;65.98;
7:17:48;27.99;44.30;
7:17:49;18.12;76.29;
7:17:50;22.53;55.94;
7:17:51;19.27;50.37;
7:17:52;27.21;30.13;
7:17:53;20.16;61.92;
7:17:54;23.74;73.82;
7:17:55;22.14;47.67;
7:17:56;28.09;51.68;
7:17:57;23.47;57.82;
7:17:58;23.58;32.56;
7:17:59;22.24;77.33;
7:18:0;19.98;63.91;
7:18:1;26.30;55.23;
7:18:2;17.69;39.37;
7:18:3;18.31;55.20;
7:18:4;26.61;36.43;
7:18:5;27.48;48.78;
7:18:6;19.95;58.79;
7:18:7;25.28;77.14;
7:18:8;27.69;39.42;
7:18:9;29.26;67.88;
7:18:10;22.88;41.57;
7:18:11;20.65;45.85;
7:18:12;28.35;60.07;
7:18:13;21.86;46.25;
7:18:14;18.10;43.23;
7:18:15;23.92;47.60;
7:18:16;15.63;42.65;
7:18:17;26.80;69.32;
7:18:18;18.02;79.69;
7:18:19;26.58;31.58;
7:18:20;27.36;54.02;
7:18:21;28.62;67.02;
7:18:22;25.93;71.84;
7:18:23;15.28;61.56;
7:18:24;21.41;44.75;
7:18:25;16.37;76.57;
7:18:26;19.57;43.21;
7:18:27;18.84;43.07;
7:18:28;26.21;30.03;
7:18:29;18.92;33.25;
7:18:30;21.70;61.18;
7:18:31;20.92;56.28;
7:18:32;26.13;44.28;
7:18:33;25.77;59.15;
7:18:34;27.77;75.10;
7:18:35;20.70;63.91;
7:18:36;16.49;51.89;
7:18:37;15.40;71.47;
7:18:38;17.62;64.88;
7:18:39;25.36;40.48;
7:18:40;17.42;62.12;
7:18:41;27.59;67.20;
7:18:42;24.99;51.94;
7:18:43;19.19;59.77;
7:18:44;18.20;41.50;
7:18:45;19.46;44.20;
7:18:46;19.60;41.75;
7:18:47;21.82;30.28;
7:18:48;16.14;38.01;
7:18:49;15.96;54.87;
7:18:50;22.12;35.19;
7:18:51;27.29;32.19;
7:18:52;29.41;43.01;
7:18:53;19.44;73.91;
7:18:54;18.65;79.23;
7:18:55;18.21;77.37;
7:18:56;29.80;58.29;
7:18:57;27.44;74.37;
7:18:58;29.28;54.12;
7:18:59;23.44;60.24;
7:19:0;29.79;38.88;
7:19:1;15.91;49.97;
7:19:2;21.70;72.08;
7:19:3;16.59;32.60;
7:19:4;17.30;51.19;
7:19:5;29.39;45.54;
7:19:6;19.28;48.30;
7:19:7;16.09;72.17;
7:19:8;17.52;68.04;
7:19:9;23.52;30.37;
7:19:10;19.36;60.19;
7:19:11;19.68;38.33;
7:19:12;16.77;62.78;
7:19:13;20.22;77.45;
7:19:14;21.62;74.99;
7:19:15;16.41;62.59;
7:19:16;18.37;59.44;
7:19:17;28.84;68.49;
7:19:18;19.89;33.73;
7:19:19;15.21;56.70;
7:19:20;23.07;65.76;
7:19:21;16.30;52.82;
7:19:22;24.42;69.76;
7:19:23;15.55;66.81;
7:19:24;21.76;43.69;
7:19:25;25.37;52.03;
7:19:26;25.45;40.44;
7:19:27;25.95;55.51;
7:19:28;21.11;62.65;
7:19:29;28.99;39.51;
7:19:30;28.70;62.80;
7:19:31;22.70;66.37;
7:19:32;15.52;77.31;
7:19:33;23.80;59.35;
7:19:34;22.84;46.75;
7:19:35;23.29;78.39;
7:19:36;20.02;48.67;
7:19:37;24.99;61.50;
7:19:38;24.31;32.83;
7:19:39;24.87;76.16;
7:19:40;27.31;51.72;
7:19:41;26.19;68.51;
7:19:42;25.11;47.87;
7:19:43;25.72;67.62;
7:19:44;18.23;62.10;
7:19:45;29.26;60.29;
7:19:46;21.33;53.55;
7:19:47;22.24;41.03;
7:19:48;17.89;55.35;
7:19:49;16.51;70.27;
7:19:50;27.66;66.58;
7:19:51;17.42;35.88;
7:19:52;16.82;43.38;
7:19:53;16.47;48.89;
7:19:54;22.18;60.43;
7:19:55;25.74;60.39;
7:19:56;25.89;76.87;
7:19:57;15.18;54.33;
7:19:58;16.21;71.23;
7:19:59;29.36;39.72;
7:20:0;25.28;75.54;
7:20:1;15.60;73.84;
7:20:2;28.74;39.46;
7:20:3;17.97;65.43;
7:20:4;26.81;74.42;
7:20:5;21.20;41.34;
7:20:6;27.35;36.00;
7:20:7;21.21;63.44;
7:20:8;21.73;33.15;
7:20:9;20.05;33.77;
7:20:10;17.53;40.75;
7:20:11;17.05;45.67;
7:20:12;24.85;67.07;
7:20:13;15.15;53.72;
7:20:14;15.47;60.98;
7:20:15;22.10;67.31;
7:20:16;24.21;46.36;
7:20:17;15.18;32.50;
7:20:18;27.32;44.64;
7:20:19;20.88;65.83;
7:20:20;18.05;74.75;
7:20:21;26.87;71.67;
7:20:22;21.48;53.49;
7:20:23;26.36;47.64;
7:20:24;24.62;62.51;
7:20:25;21.64;55.84;
7:20:26;26.24;65.21;
7:20:27;15.31;47.01;
7:20:28;19.75;75.05;
7:20:29;29.22;49.38;
7:20:30;28.57;33.68;
7:20:31;28.57;54.76;
7:20:32;27.16;63.41;
7:20:33;26.42;63.91;
7:20:34;18.90;58.21;
7:20:35;25.17;50.87;
7:20:36;18.45;75.94;
7:20:37;15.68;33.63;
7:20:38;24.06;71.00;
7:20:39;27.03;59.41;
7:20:40;18.69;48.10;
7:20:41;28.47;45.49;
7:20:42;27.83;43.98;
7:20:43;26.82;60.67;
7:20:44;24.67;52.87;
7:20:45;24.75;39.42;
7:20:46;26.83;69.39;
7:20:47;16.27;61.37;
7:20:48;22.25;47.00;
7:20:49;21.88;33.79;
7:20:50;24.50;64.94;
7:20:51;18.17;36.97;
7:20:52;22.31;48.32;
7:20:53;22.62;49.53;
7:20:54;24.16;64.89;
7:20:55;15.91;52.65;
7:20:56;29.17;72.20;
7:20:57;19.05;40.68;
7:20:58;17.70;55.47;
7:20:59;22.55;71.45;
7:21:0;27.22;79.79;
7:21:1;28.88;50.34;
7:21:2;22.00;69.07;
7:21:3;25.19;50.99;
7:21:4;28.40;57.89;
7:21:5;26.96;59.42;
7:21:6;21.21;68.48;
7:21:7;25.70;34.07;
7:21:8;27.42;67.01;
7:21:9;16.81;66.66;
7:21:10;28.80;33.95;
7:21:11;21.99;64.70;
7:21:12;22.52;65.59;
7:21:13;16.53;35.42;
7:21:14;16.41;53.70;
7:21:15;26.22;43.50;
7:21:16;25.09;47.35;
7:21:17;20.72;62.51;
7:21:18;16.91;51.23;
7:21:19;16.79;55.07;
7:21:20;17.47;37.38;
7:21:21;21.42;67.77;
7:21:22;19.10;58.63;
7:21:23;28.82;66.11;
7:21:24;20.65;49.64;
7:21:25;19.46;59.59;
7:21:26;29.27;37.01;
7:21:27;23.44;41.04;
7:21:28;15.09;34.44;
7:21:29;18.85;53.75;
7:21:30;15.73;74.90;
7:21:31;26.90;53.44;
7:21:32;28.52;54.38;
7:21:33;29.73;66.59;
7:21:34;18.90;44.65;
7:21:35;17.61;45.22;
7:21:36;22.06;68.94;
7:21:37;22.09;48.59;
7:21:38;15.73;35.03;
7:21:39;23.75;73.28;
7:21:40;18.68;39.31;
7:21:41;17.41;36.25;
7:21:42;20.92;45.08;
7:21:43;20.19;69.44;
7:21:44;16.83;59.89;
7:21:45;29.32;75.60;
7:21:46;21.36;64.51;
7:21:47;23.23;31.83;
7:21:48;20.37;71.50;
7:21:49;20.47;32.51;
7:21:50;15.50;65.09;
7:21:51;27.40;46.21;
7:21:52;17.16;73.23;
7:21:53;17.47;45.37;
7:21:54;22.65;50.85;
7:21:55;28.72;46.81;
7:21:56;19.18;64.66;
7:21:57;15.74;75.37;
7:21:58;19.70;48.18;
7:21:59;27.59;54.81;
7:22:0;28.68;31.64;
7:22:1;19.54;64.95;
7:22:2;15.33;78.48;
7:22:3;15.13;61.91;
7:22:4;20.17;66.27;
7:22:5;28.57;59.59;
7:22:6;19.12;35.59;
7:22:7;22.45;47.27;
7:22:8;23.98;40.83;
7:22:9;22.96;74.40;
7:22:10;21.94;50.58;
7:22:11;22.41;36.19;
7:22:12;15.83;78.60;
7:22:13;20.66;43.93;
7:22:14;27.65;33.69;
7:22:15;25.07;73.88;
7:22:16;15.54;41.69;
7:22:17;19.86;76.41;
7:22:18;28.83;59.32;
7:22:19;25.58;49.04;
7:22:20;21.49;39.70;
7:22:21;20.61;53.75;
7:22:22;28.25;65.92;
7:22:23;23.54;68.45;
7:22:24;22.47;70.20;
7:22:25;29.39;39.86;
7:22:26;18.51;49.34;
7:22:27;23.85;60.02;
7:22:28;28.87;60.51;
7:22:29;16.76;49.22;
7:22:30;25.49;56.15;
7:22:31;15.81;79.15;
7:22:32;29.70;47.89;
7:22:33;29.41;75.37;
7:22:34;27.38;74.19;
7:22:35;25.32;39.90;
7:22:36;18.56;52.83;
7:22:37;26.60;35.76;
7:22:38;23.20;69.57;
7:22:39;17.91;67.68;
7:22:40;19.82;61.73;
7:22:41;29.66;57.00;
7:22:42;15.63;64.29;
7:22:43;20.68;41.14;
7:22:44;24.51;41.86;
7:22:45;17.93;59.81;
7:22:46;18.68;58.50;
7:22:47;23.87;76.97;
7:22:48;25.24;76.36;
7:22:49;18.48;58.24;
7:22:50;20.56;41.34;
7:22:51;27.02;37.82;
7:22:52;19.55;59.54;
7:22:53;20.55;71.06;
7:22:54;20.39;44.31;
7:22:55;18.39;40.28;
7:22:56;15.10;63.03;
7:22:57;27.19;57.62;
7:22:58;22.15;59.57;
7:22:59;20.95;51.59;
7:23:0;27.96;38.91;
7:23:1;26.49;77.73;
7:23:2;24.50;58.03;
7:23:3;20.66;75.41;
7:23:4;22.09;70.11;
7:23:5;29.44;65.64;
7:23:6;16.00;58.45;
7:23:7;25.31;53.38;
7:23:8;19.27;46.93;
7:23:9;29.58;79.82;
7:23:10;28.39;71.85;
7:23:11;18.57;70.52;
7:23:12;24.63;55.63;
7:23:13;28.51;41.87;
7:23:14;24.79;46.58;
7:23:15;20.98;41.49;
7:23:16;17.05;73.88;
7:23:17;16.76;46.18;
7:23:18;28.52;36.89;
7:23:19;23.29;31.46;
7:23:20;22.40;43.84;
7:23:21;27.76;31.56;
7:23:22;23.84;48.58;
7:23:23;16.01;32.06;
7:23:24;20.95;74.54;
7:23:25;29.05;61.75;
7:23:26;23.05;49.97;
7:23:27;29.79;36.44;
7:23:28;21.82;47.59;
7:23:29;18.70;51.74;
7:23:30;29.30;32.04;
7:23:31;24.36;69.21;
7:23:32;20.16;45.46;
7:23:33;29.21;53.86;
7:23:34;27.74;78.08;
7:23:35;20.20;38.16;
7:23:36;17.64;69.39;
7:23:37;16.47;45.61;
7:23:38;23.18;44.77;
7:23:39;17.95;57.39;
7:23:40;16.00;49.70;
7:23:41;23.17;77.37;
7:23:42;15.69;52.09;
7:23:43;23.01;71.82;
7:23:44;17.60;46.74;
7:23:45;17.87;36.09;
7:23:46;24.33;65.99;
7:23:47;19.17;43.60;
7:23:48;17.12;41.10;
7:23:49;22.76;48.56;
7:23:50;18.19;76.03;
7:23:51;27.84;40.26;
7:23:52;21.98;79.72;
7:23:53;17.36;36.02;
7:23:54;29.33;48.36;
7:23:55;17.73;78.10;
7:23:56;15.95;49.35;
7:23:57;16.50;56.12;
7:23:58;29.73;38.90;
7:23:59;17.33;45.10;
7:24:0;19.52;59.69;
7:24:1;21.08;76.83;
7:24:2;15.62;33.13;
7:24:3;21.39;72.52;
7:24:4;25.59;69.91;
7:24:5;22.44;46.23;
7:24:6;23.20;64.94;
7:24:7;16.28;79.70;
7:24:8;18.08;61.58;
7:24:9;28.24;43.06;
7:24:10;25.82;77.33;
7:24:11;16.34;35.64;
7:24:12;23.24;43.76;
7:24:13;21.94;64.91;
7:24:14;18.17;67.71;
7:24:15;18.22;40.37;
7:24:16;15.75;62.82;
7:24:17;27.40;77.01;
7:24:18;25.32;65.72;
7:24:19;17.13;35.69;
7:24:20;15.99;65.09;
7:24:21;17.29;57.69;
7:24:22;27.95;36.96;
7:24:23;18.43;47.11;
7:24:24;25.55;64.25;
7:24:25;15.15;65.09;
7:24:26;22.59;77.38;
7:24:27;15.91;44.23;
7:24:28;16.28;66.15;
7:24:29;23.20;42.06;
7:24:30;24.72;68.02;
7:24:31;22.25;49.47;
7:24:32;16.44;60.65;
7:24:33;20.25;39.25;
7:24:34;19.87;51.57;
7:24:35;18.71;35.32;
7:24:36;27.72;53.24;
7:24:37;22.00;76.83;
7:24:38;24.65;58.00;
7:24:39;17.24;53.53;
7:24:40;15.88;41.56;
7:24:41;24.00;30.34;
7:24:42;25.75;59.95;
7:24:43;17.51;71.51;
7:24:44;26.87;71.42;
7:24:45;19.68;39.67;
7:24:46;20.20;72.81;
7:24:47;16.02;45.28;
7:24:48;29.46;52.49;
7:24:49;16.44;59.03;
7:24:50;17.56;76.07;
7:24:51;18.40;58.22;
7:24:52;27.55;73.68;
7:24:53;15.96;53.11;
7:24:54;26.19;72.61;
7:24:55;17.92;65.97;
7:24:56;28.40;60.88;
7:24:57;25.43;38.68;
7:24:58;22.83;70.25;
7:24:59;22.79;73.71;
7:25:0;25.26;47.04;
7:25:1;18.15;65.49;
7:25:2;25.11;38.00;
7:25:3;29.12;36.67;
7:25:4;22.94;63.68;
7:25:5;21.83;54.75;
7:25:6;29.72;78.17;
7:25:7;22.12;56.85;
7:25:8;27.46;71.56;
7:25:9;20.19;54.87;
7:25:10;15.47;54.56;
7:25:11;26.04;46.46;
7:25:12;21.82;32.54;
7:25:13;19.81;42.62;
7:25:14;23.62;33.23;
7:25:15;16.77;64.92;
7:25:16;25.03;71.32;
7:25:17;19.46;37.13;
7:25:18;23.65;62.19;
7:25:19;17.65;39.33;
7:25:20;29.42;49.45;
7:25:21;22.14;33.88;
7:25:22;25.59;72.79;
7:25:23;28.59;30.20;
7:25:24;22.91;59.64;
7:25:25;19.20;41.28;
7:25:26;25.74;36.22;
7:25:27;28.39;74.97;
7:25:28;26.94;71.59;
7:25:29;25.94;41.43;
7:25:30;21.69;44.62;
7:25:31;25.03;44.54;
7:25:32;17.19;62.14;
7:25:33;18.16;72.22;
7:25:34;26.29;73.16;
7:25:35;27.30;46.90;
7:25:36;22.24;63.83;
7:25:37;24.42;35.57;
7:25:38;18.46;41.13;
7:25:39;24.24;38.73;
7:25:40;15.90;31.69;
7:25:41;23.52;61.02;
7:25:42;25.37;69.43;
7:25:43;26.93;75.69;
7:25:44;15.10;47.75;
7:25:45;15.59;77.36;
7:25:46;28.33;64.81;
7:25:47;24.56;30.33;
7:25:48;22.46;76.94;
7:25:49;22.77;54.30;
7:25:50;28.85;49.38;
7:25:51;19.22;32.93;
7:25:52;24.78;50.80;
7:25:53;23.14;76.35;
7:25:54;23.82;63.78;
7:25:55;24.23;43.65;
7:25:56;24.23;35.48;
7:25:57;18.97;57.44;
7:25:58;17.70;78.35;
7:25:59;21.65;72.15;
7:26:0;21.88;35.30;
7:26:1;26.20;69.29;
7:26:2;16.07;78.87;
7:26:3;29.55;58.82;
7:26:4;23.92;73.90;
7:26:5;24.17;60.46;
7:26:6;28.90;77.32;
7:26:7;20.14;53.16;
7:26:8;19.93;78.45;
7:26:9;23.95;56.85;
7:26:10;23.59;46.40;
7:26:11;20.46;70.50;
7:26:12;29.27;58.79;
7:26:13;23.20;45.44;
7:26:14;19.60;42.74;
7:26:15;20.63;73.64;
7:26:16;21.92;76.81;
7:26:17;24.42;43.39;
7:26:18;25.27;64.93;
7:26:19;21.65;74.21;
7:26:20;25.13;37.08;
7:26:21;15.47;52.39;
7:26:22;27.18;56.89;
7:26:23;18.36;30.65;
7:26:24;26.71;66.79;
7:26:25;18.20;72.41;
7:26:26;22.01;69.02;
7:26:27;20.68;71.93;
7:26:28;22.53;41.25;
7:26:29;19.04;64.99;
7:26:30;22.06;69.54;
7:26:31;27.01;51.06;
7:26:32;21.27;79.10;
7:26:33;17.82;49.24;
7:26:34;28.15;40.20;
7:26:35;25.19;74.46;
7:26:36;18.20;50.62;
7:26:37;28.23;68.90;
7:26:38;25.21;58.37;
7:26:39;26.18;76.43;
7:26:40;29.73;57.12;
7:26:41;21.52;75.19;
7:26:42;25.30;55.68;
7:26:43;19.49;76.46;
7:26:44;29.38;62.66;
7:26:45;17.94;38.96;
7:26:46;16.26;54.09;
7:26:47;21.07;76.71;
7:26:48;19.34;46.45;
7:26:49;29.69;55.42;
7:26:50;16.30;56.97;
7:26:51;20.11;70.30;
7:26:52;28.73;60.81;
7:26:53;29.05;54.62;
7:26:54;29.50;70.59;
7:26:55;24.12;61.45;
7:26:56;27.28;38.80;
7:26:57;29.73;60.75;
7:26:58;17.88;53.62;
7:26:59;19.82;32.40;
7:27:0;15.84;60.08;
7:27:1;24.74;62.47;
7:27:2;25.84;78.44;
7:27:3;16.98;33.75;
7:27:4;26.80;49.94;
7:27:5;20.26;72.75;
7:27:6;23.93;31.93;
7:27:7;18.32;59.20;
7:27:8;28.20;66.71;
7:27:9;20.02;62.65;
7:27:10;28.60;33.99;
7:27:11;27.66;71.48;
7:27:12;29.18;46.01;
7:27:13;21.85;76.92;
7:27:14;15.67;66.96;
7:27:15;22.71;50.42;
7:27:16;23.83;33.82;
7:27:17;29.25;48.87;
7:27:18;20.83;57.07;
7:27:19;22.95;66.29;
7:27:20;16.89;58.62;
7:27:21;24.47;33.06;
7:27:22;29.62;35.49;
7:27:23;28.76;47.32;
7:27:24;21.99;71.85;
7:27:25;15.02;39.23;
7:27:26;15.61;72.81;
7:27:27;29.68;54.63;
7:27:28;24.67;51.31;
7:27:29;22.46;44.41;
7:27:30;15.42;72.10;
7:27:31;16.81;64.47;
7:27:32;22.29;70.45;
7:27:33;18.29;36.11;
7:27:34;27.45;36.99;
7:27:35;25.48;61.64;
7:27:36;23.83;69.68;
7:27:37;26.77;50.93;
7:27:38;18.94;76.02;
7:27:39;16.65;33.54;
7:27:40;25.95;37.67;
7:27:41;20.76;78.06;
7:27:42;23.92;41.98;
7:27:43;22.10;79.61;
7:27:44;26.93;68.65;
7:27:45;26.59;34.66;
7:27:46;18.69;64.34;
7:27:47;15.05;54.92;
7:27:48;15.51;31.79;
7:27:49;21.92;65.76;
7:27:50;20.15;55.61;
