AK-Logger v1.0
Datum: 1900-1-1

Timestamp;Temperature;Humidity;
10:39:40;21.64;65.19;
10:39:41;26.24;40.26;
10:39:42;22.30;76.90;
10:39:43;19.13;57.34;
10:39:44;17.44;59.80;
10:39:45;29.74;67.98;
10:39:46;23.53;37.33;
10:39:47;19.90;76.39;
10:39:48;27.39;49.81;
10:39:49;27.31;31.61;
10:39:50;23.70;44.95;
10:39:51;25.39;51.75;
10:39:52;26.02;44.70;
10:39:53;18.59;66.51;
10:39:54;28.55;30.47;
10:39:55;28.65;45.56;
10:39:56;21.56;31.13;
10:39:57;28.20;48.37;
10:39:58;16.42;47.25;
10:39:59;23.54;73.25;
10:40:0;24.57;40.68;
10:40:1;25.24;68.91;
10:40:2;19.37;73.61;
10:40:3;26.79;60.19;
10:40:4;25.78;40.82;
10:40:5;21.86;31.01;
10:40:6;26.36;64.92;
10:40:7;19.05;30.53;
10:40:8;17.44;72.14;
10:40:9;26.81;40.74;
10:40:10;15.49;66.66;
10:40:11;15.49;74.54;
10:40:12;25.05;36.16;
10:40:13;21.99;72.36;
10:40:14;19.53;69.98;
10:40:15;20.87;77.18;
10:40:16;16.19;58.28;
10:40:17;19.95;65.87;
10:40:18;17.41;52.90;
10:40:19;21.62;35.88;
10:40:20;16.12;51.90;
10:40:21;26.99;73.17;
10:40:22;26.28;35.10;
10:40:23;16.50;40.82;
10:40:24;26.96;37.97;
10:40:25;29.20;35.59;
10:40:26;21.52;50.92;
10:40:27;25.46;33.75;
10:40:28;18.94;76.85;
10:40:29;28.93;69.38;
10:40:30;22.38;42.68;
10:40:31;20.68;46.29;
10:40:32;18.00;48.25;
10:40:33;27.92;45.55;
10:40:34;21.84;57.34;
10:40:35;23.83;47.64;
10:40:36;28.19;73.27;
10:40:37;29.81;63.58;
10:40:38;24.35;54.20;
10:40:39;25.90;58.26;
10:40:40;25.17;54.54;
10:40:41;26.43;76.95;
10:40:42;16.89;50.06;
10:40:43;18.92;75.63;
10:40:44;26.31;37.46;
10:40:45;28.00;59.31;
10:40:46;17.88;47.73;
10:40:47;25.80;77.15;
10:40:48;26.73;73.76;
10:40:49;25.39;55.95;
10:40:50;20.94;31.14;
10:40:51;26.29;66.58;
10:40:52;17.62;40.41;
10:40:53;26.05;70.53;
10:40:54;20.16;45.65;
10:40:55;18.74;74.92;
10:40:56;25.01;71.24;
10:40:57;24.41;49.39;
10:40:58;16.55;68.67;
10:40:59;18.84;62.16;
10:41:0;18.90;53.62;
10:41:1;22.72;66.40;
10:41:2;23.15;72.11;
10:41:3;26.38;41.68;
10:41:4;24.61;71.38;
10:41:5;27.69;39.91;
10:41:6;24.24;37.49;
10:41:7;22.27;72.19;
10:41:8;24.15;70.58;
10:41:9;26.73;67.76;
10:41:10;22.19;72.92;
10:41:11;26.10;73.30;
10:41:12;15.09;37.38;
10:41:13;24.67;77.54;
10:41:14;29.47;47.20;
10:41:15;29.93;67.65;
10:41:16;22.08;71.66;
10:41:17;21.75;49.44;
10:41:18;16.08;71.19;
10:41:19;20.52;50.85;
10:41:20;22.27;74.08;
10:41:21;19.68;32.68;
10:41:22;26.69;59.35;
10:41:23;29.54;32.65;
10:41:24;28.98;79.42;
10:41:25;29.83;33.50;
10:41:26;20.72;43.25;
10:41:27;21.61;67.40;
10:41:28;22.84;78.88;
10:41:29;24.28;57.20;
10:41:30;16.04;32.68;
10:41:31;25.64;48.37;
10:41:32;24.48;62.42;
10:41:33;22.71;31.41;
10:41:34;26.95;70.67;
10:41:35;20.54;53.81;
10:41:36;17.38;30.54;
10:41:37;28.70;37.19;
10:41:38;29.99;53.66;
10:41:39;25.04;67.83;
10:41:40;25.89;43.33;
10:41:41;20.52;63.45;
10:41:42;22.33;53.87;
10:41:43;27.52;43.04;
10:41:44;23.19;77.71;
10:41:45;16.68;39.10;
10:41:46;25.96;76.86;
10:41:47;29.03;60.94;
10:41:48;19.16;45.26;
10:41:49;23.03;48.09;
10:41:50;28.28;53.22;
10:41:51;18.82;47.63;
10:41:52;16.91;79.77;
10:41:53;27.61;52.70;
10:41:54;22.94;69.68;
10:41:55;29.96;64.28;
10:41:56;22.87;46.30;
10:41:57;25.65;70.89;
10:41:58;24.31;44.79;
10:41:59;29.34;47.73;
10:42:0;25.18;67.15;
10:42:1;21.07;32.39;
10:42:2;25.36;77.75;
10:42:3;20.45;57.10;
10:42:4;18.48;65.80;
10:42:5;29.00;54.33;
10:42:6;24.45;31.43;
10:42:7;23.61;51.28;
10:42:8;19.28;54.73;
10:42:9;26.95;69.23;
10:42:10;24.52;46.15;
10:42:11;19.83;39.72;
10:42:12;29.67;46.30;
10:42:13;24.15;37.79;
10:42:14;21.54;79.84;
10:42:15;23.20;59.53;
10:42:16;29.66;71.26;
10:42:17;22.11;53.45;
10:42:18;17.29;51.28;
10:42:19;28.01;37.32;
10:42:20;15.51;50.20;
10:42:21;24.58;51.98;
10:42:22;19.47;61.94;
10:42:23;27.97;52.78;
10:42:24;17.94;34.70;
10:42:25;15.12;34.94;
10:42:26;26.71;37.89;
10:42:27;20.90;51.48;
10:42:28;26.16;69.72;
10:42:29;17.35;61.01;
10:42:30;15.90;45.49;
10:42:31;18.49;64.26;
10:42:32;17.13;66.67;
10:42:33;24.63;37.52;
10:42:34;16.94;68.74;
10:42:35;26.34;39.04;
10:42:36;17.42;43.21;
10:42:37;18.32;32.02;
10:42:38;16.30;36.67;
10:42:39;17.03;47.22;
10:42:40;20.66;33.39;
10:42:41;18.43;35.74;
10:42:42;21.18;58.87;
10:42:43;22.46;35.96;
10:42:44;24.77;67.12;
10:42:45;20.62;41.63;
10:42:46;25.48;75.68;
10:42:47;17.38;65.43;
10:42:48;29.58;35.70;
10:42:49;21.26;56.59;
10:42:50;29.61;60.27;
10:42:51;18.57;75.37;
10:42:52;15.83;53.66;
10:42:53;25.48;62.93;
10:42:54;27.15;64.96;
10:42:55;17.13;72.61;
10:42:56;24.64;49.20;
10:42:57;18.31;48.39;
10:42:58;16.80;45.48;
10:42:59;17.40;77.11;
10:43:0;21.92;68.19;
10:43:1;15.55;74.75;
10:43:2;20.29;35.77;
10:43:3;15.85;53.73;
10:43:4;21.49;36.29;
10:43:5;22.02;34.62;
10:43:6;24.34;53.15;
10:43:7;21.09;76.18;
10:43:8;21.84;61.49;
10:43:9;29.22;51.82;
10:43:10;21.85;69.87;
10:43:11;26.49;60.41;
10:43:12;26.07;51.90;
10:43:13;28.59;74.06;
10:43:14;21.54;46.31;
10:43:15;17.11;35.87;
10:43:16;22.45;47.26;
10:43:17;16.96;65.24;
10:43:18;29.19;54.79;
10:43:19;15.69;76.41;
10:43:20;26.52;42.64;
10:43:21;19.54;76.92;
10:43:22;23.04;67.04;
10:43:23;26.65;34.39;
10:43:24;29.92;45.98;
10:43:25;27.48;79.42;
10:43:26;28.74;45.60;
10:43:27;25.06;63.67;
10:43:28;20.84;47.05;
10:43:29;27.26;78.36;
10:43:30;26.18;65.36;
10:43:31;19.99;41.83;
10:43:32;17.12;54.28;
10:43:33;19.36;48.86;
10:43:34;18.70;49.79;
10:43:35;22.27;46.90;
10:43:36;16.02;78.57;
10:43:37;20.41;60.90;
10:43:38;16.07;69.03;
10:43:39;15.01;63.33;
10:43:40;25.41;63.15;
10:43:41;29.38;65.65;
10:43:42;23.28;47.54;
10:43:43;24.70;63.16;
10:43:44;26.39;74.00;
10:43:45;21.31;61.24;
10:43:46;25.76;40.24;
10:43:47;24.35;52.85;
10:43:48;15.80;46.71;
10:43:49;16.64;58.11;
10:43:50;28.85;32.92;
10:43:51;23.31;40.15;
10:43:52;20.37;33.66;
10:43:53;18.12;71.63;
10:43:54;16.62;49.33;
10:43:55;26.39;62.23;
10:43:56;24.39;41.63;
10:43:57;23.69;49.25;
10:43:58;18.31;35.44;
10:43:59;23.07;35.91;
10:44:0;18.71;79.91;
10:44:1;19.37;39.97;
10:44:2;26.04;39.82;
10:44:3;19.37;76.08;
10:44:4;29.29;37.09;
10:44:5;18.89;36.72;
10:44:6;22.56;49.91;
10:44:7;20.50;51.37;
10:44:8;26.68;66.95;
10:44:9;19.31;61.16;
10:44:10;29.62;73.39;
10:44:11;18.81;67.17;
10:44:12;16.20;45.70;
10:44:13;21.13;49.21;
10:44:14;25.72;50.88;
10:44:15;27.82;71.60;
10:44:16;16.64;33.32;
10:44:17;28.59;42.41;
10:44:18;25.19;62.87;
10:44:19;23.79;69.11;
10:44:20;18.92;32.91;
10:44:21;27.74;79.94;
10:44:22;21.14;69.69;
10:44:23;23.49;67.54;
10:44:24;18.19;72.51;
10:44:25;23.72;61.59;
10:44:26;17.76;50.48;
10:44:27;20.75;66.20;
10:44:28;15.09;38.26;
10:44:29;15.55;35.44;
10:44:30;19.69;72.76;
10:44:31;21.01;53.54;
10:44:32;18.01;43.34;
10:44:33;24.89;48.11;
10:44:34;27.56;30.87;
10:44:35;16.33;61.26;
10:44:36;27.81;70.83;
10:44:37;25.57;69.12;
10:44:38;26.34;67.25;
10:44:39;20.21;77.93;
10:44:40;28.58;71.43;
10:44:41;23.40;77.08;
10:44:42;27.23;38.59;
10:44:43;18.02;66.96;
10:44:44;23.20;44.27;
10:44:45;21.83;32.49;
10:44:46;26.40;53.60;
10:44:47;25.42;32.95;
10:44:48;22.91;69.77;
10:44:49;24.59;30.95;
10:44:50;20.84;37.39;
10:44:51;21.11;31.63;
10:44:52;29.06;74.32;
10:44:53;15.65;33.24;
10:44:54;21.54;34.93;
10:44:55;18.45;65.12;
10:44:56;15.33;47.71;
10:44:57;27.14;77.73;
10:44:58;24.77;35.54;
10:44:59;16.67;79.59;
10:45:0;17.02;37.89;
10:45:1;22.23;60.08;
10:45:2;17.08;68.58;
10:45:3;19.51;59.31;
10:45:4;24.77;58.51;
10:45:5;29.53;65.78;
10:45:6;18.59;68.07;
10:45:7;19.26;63.98;
10:45:8;26.50;32.35;
10:45:9;19.93;67.27;
10:45:10;17.19;64.65;
10:45:11;22.86;54.09;
10:45:12;26.83;39.76;
10:45:13;19.29;63.82;
10:45:14;29.71;46.98;
10:45:15;24.74;63.49;
10:45:16;22.72;33.64;
10:45:17;26.22;63.85;
10:45:18;16.25;65.34;
10:45:19;23.31;31.60;
10:45:20;28.32;45.33;
10:45:21;17.96;60.65;
10:45:22;22.26;46.32;
10:45:23;27.19;47.74;
10:45:24;22.46;65.55;
10:45:25;18.48;71.90;
10:45:26;25.61;75.30;
10:45:27;26.15;66.17;
10:45:28;21.16;76.48;
10:45:29;29.43;61.83;
10:45:30;29.29;53.32;
10:45:31;18.74;69.57;
10:45:32;18.00;78.02;
10:45:33;24.03;46.72;
10:45:34;22.14;63.73;
10:45:35;28.82;66.86;
10:45:36;29.93;38.17;
10:45:37;28.34;33.07;
10:45:38;16.25;69.76;
10:45:39;27.73;74.41;
10:45:40;29.89;46.84;
10:45:41;19.11;61.69;
10:45:42;15.36;64.94;
10:45:43;22.22;66.25;
10:45:44;19.35;45.58;
10:45:45;20.16;39.56;
10:45:46;28.89;61.95;
10:45:47;18.67;75.94;
10:45:48;18.93;37.46;
10:45:49;15.06;41.84;
10:45:50;19.95;69.10;
10:45:51;24.03;52.33;
10:45:52;23.29;63.82;
10:45:53;15.85;53.36;
10:45:54;25.73;37.70;
10:45:55;24.64;48.62;
10:45:56;29.06;46.50;
10:45:57;21.32;55.03;
10:45:58;17.99;50.05;
10:45:59;24.83;31.34;
10:46:0;23.07;47.25;
10:46:1;15.38;62.24;
10:46:2;15.95;44.95;
10:46:3;27.13;70.58;
10:46:4;26.93;48.78;
10:46:5;29.21;63.80;
10:46:6;20.81;61.02;
10:46:7;16.56;40.74;
10:46:8;20.41;45.22;
10:46:9;21.69;31.61;
10:46:10;17.65;49.41;
10:46:11;23.13;33.07;
10:46:12;28.11;70.32;
10:46:13;15.80;39.51;
10:46:14;24.84;41.22;
10:46:15;28.40;73.79;
10:46:16;17.86;51.00;
10:46:17;26.51;51.39;
10:46:18;22.12;46.00;
10:46:19;19.72;42.86;
10:46:20;23.49;52.31;
10:46:21;15.20;69.18;
10:46:22;21.98;65.27;
10:46:23;18.09;43.79;
10:46:24;28.56;62.16;
10:46:25;18.00;69.61;
10:46:26;15.63;35.59;
10:46:27;27.55;48.62;
10:46:28;20.39;73.17;
10:46:29;20.05;65.16;
10:46:30;29.37;65.40;
10:46:31;25.48;44.32;
10:46:32;28.95;76.38;
10:46:33;21.24;76.30;
10:46:34;23.72;33.82;
10:46:35;25.36;73.57;
10:46:36;29.25;57.14;
10:46:37;28.29;32.65;
10:46:38;28.75;46.28;
10:46:39;15.20;79.70;
10:46:40;28.88;70.13;
10:46:41;20.37;55.09;
10:46:42;19.49;51.58;
10:46:43;26.76;36.38;
10:46:44;29.68;50.29;
10:46:45;28.13;34.45;
10:46:46;18.11;62.03;
10:46:47;19.95;69.99;
10:46:48;20.07;73.50;
10:46:49;25.27;40.24;
10:46:50;26.43;38.09;
10:46:51;20.18;77.79;
10:46:52;26.35;31.67;
10:46:53;26.88;31.23;
10:46:54;19.26;68.45;
10:46:55;21.60;70.89;
10:46:56;24.17;53.54;
10:46:57;15.14;56.32;
10:46:58;23.79;52.95;
10:46:59;21.20;44.37;
10:47:0;17.06;70.16;
10:47:1;28.94;62.13;
10:47:2;22.45;40.49;
10:47:3;17.91;55.12;
10:47:4;18.33;30.18;
10:47:5;24.36;35.92;
10:47:6;20.73;50.19;
10:47:7;15.47;44.43;
10:47:8;21.35;50.78;
10:47:9;22.68;49.87;
10:47:10;27.10;60.22;
10:47:11;23.45;32.25;
10:47:12;29.63;75.87;
10:47:13;23.85;40.56;
10:47:14;19.94;54.09;
10:47:15;29.36;31.45;
10:47:16;16.70;52.67;
10:47:17;23.69;59.86;
10:47:18;29.40;33.72;
10:47:19;24.51;42.55;
10:47:20;18.71;64.28;
10:47:21;29.48;72.17;
10:47:22;26.75;42.94;
10:47:23;23.02;54.86;
10:47:24;18.21;59.13;
10:47:25;19.28;74.40;
10:47:26;24.36;79.18;
10:47:27;17.20;79.30;
10:47:28;23.71;32.66;
10:47:29;20.64;48.24;
10:47:30;22.29;39.90;
10:47:31;15.97;75.54;
10:47:32;22.41;38.13;
10:47:33;25.86;36.52;
10:47:34;16.36;44.80;
10:47:35;20.45;66.39;
10:47:36;16.61;49.14;
10:47:37;24.93;76.15;
10:47:38;25.85;62.62;
10:47:39;23.95;66.12;
10:47:40;19.17;46.18;
10:47:41;22.08;36.78;
10:47:42;16.43;52.40;
10:47:43;25.46;76.42;
10:47:44;24.91;43.84;
10:47:45;20.52;57.82;
10:47:46;19.67;49.81;
10:47:47;20.21;60.70;
10:47:48;29.64;56.18;
10:47:49;20.03;63.99;
10:47:50;29.82;68.61;
10:47:51;23.41;41.16;
10:47:52;28.01;66.42;
10:47:53;17.01;40.38;
10:47:54;28.39;55.50;
10:47:55;17.03;52.81;
10:47:56;27.19;37.33;
10:47:57;23.16;31.21;
10:47:58;16.15;36.06;
10:47:59;21.38;39.71;
10:48:0;19.72;55.18;
10:48:1;18.92;56.90;
10:48:2;24.89;75.56;
10:48:3;15.92;68.37;
10:48:4;21.92;68.38;
10:48:5;18.03;66.79;
10:48:6;21.94;58.67;
10:48:7;29.59;53.66;
10:48:8;17.45;41.10;
10:48:9;29.85;35.24;
10:48:10;23.38;33.08;
10:48:11;24.02;30.90;
10:48:12;18.77;40.98;
10:48:13;18.99;55.42;
10:48:14;18.47;70.18;
10:48:15;26.05;73.88;
10:48:16;25.80;77.16;
10:48:17;20.66;64.14;
10:48:18;18.77;41.68;
10:48:19;15.70;40.52;
10:48:20;24.84;72.15;
10:48:21;18.78;50.82;
10:48:22;22.16;58.83;
10:48:23;22.40;58.88;
10:48:24;21.73;63.26;
10:48:25;16.16;59.15;
10:48:26;18.43;68.35;
10:48:27;16.02;46.49;
10:48:28;21.42;73.57;
10:48:29;17.00;35.71;
10:48:30;26.14;43.31;
10:48:31;16.02;54.04;
10:48:32;26.32;40.86;
10:48:33;29.75;75.74;
10:48:34;23.91;40.39;
10:48:35;23.40;62.10;
10:48:36;28.48;75.51;
10:48:37;16.15;52.40;
10:48:38;26.66;75.56;
10:48:39;29.90;39.49;
10:48:40;15.13;66.00;
10:48:41;27.38;50.13;
10:48:42;29.64;30.49;
10:48:43;21.45;33.93;
10:48:44;21.19;63.40;
10:48:45;24.34;56.91;
10:48:46;18.29;33.70;
10:48:47;28.64;41.71;
10:48:48;25.47;65.37;
10:48:49;18.00;41.06;
10:48:50;21.34;39.99;
10:48:51;25.44;62.10;
10:48:52;27.86;34.73;
10:48:53;20.92;60.97;
10:48:54;28.22;58.32;
10:48:55;22.49;36.97;
10:48:56;18.85;35.33;
10:48:57;19.45;38.39;
10:48:58;16.69;76.37;
10:48:59;20.70;39.44;
10:49:0;19.71;76.41;
10:49:1;25.82;57.44;
10:49:2;21.05;57.27;
10:49:3;17.08;59.80;
10:49:4;23.40;35.60;
10:49:5;20.60;33.45;
10:49:6;27.41;58.65;
10:49:7;27.33;76.91;
10:49:8;15.83;71.23;
10:49:9;21.52;73.08;
10:49:10;29.16;60.41;
10:49:11;24.26;78.51;
10:49:12;22.85;54.16;
10:49:13;27.25;60.89;
10:49:14;21.68;64.83;
10:49:15;21.32;54.42;
10:49:16;18.80;39.83;
10:49:17;20.47;60.22;
10:49:18;18.24;53.49;
10:49:19;22.12;34.93;
10:49:20;28.80;38.33;
10:49:21;21.98;35.86;
10:49:22;21.14;46.74;
10:49:23;26.49;41.16;
10:49:24;26.57;75.27;
10:49:25;24.67;74.44;
10:49:26;28.12;63.77;
10:49:27;17.30;73.50;
10:49:28;28.85;62.49;
10:49:29;18.50;71.25;
10:49:30;25.72;72.60;
10:49:31;25.32;64.80;
10:49:32;26.51;42.52;
10:49:33;15.06;77.46;
10:49:34;23.47;61.45;
10:49:35;20.17;76.12;
10:49:36;18.27;32.06;
10:49:37;18.43;55.53;
10:49:38;18.62;34.37;
10:49:39;21.46;76.64;
10:49:40;20.44;66.98;
10:49:41;20.22;46.59;
10:49:42;24.49;43.43;
10:49:43;25.47;71.87;
10:49:44;28.37;47.41;
10:49:45;25.41;45.81;
10:49:46;22.50;67.09;
10:49:47;21.43;58.86;
10:49:48;24.35;37.69;
10:49:49;25.02;32.63;
10:49:50;24.56;47.10;
10:49:51;25.00;52.90;
10:49:52;27.43;77.85;
10:49:53;22.18;30.22;
10:49:54;22.42;34.34;
10:49:55;20.01;57.14;
10:49:56;22.99;78.94;
10:49:57;20.29;79.33;
10:49:58;23.44;69.21;
10:49:59;29.72;45.87;
10:50:0;17.92;73.81;
10:50:1;27.71;36.56;
10:50:2;28.73;42.16;
10:50:3;22.51;59.37;
10:50:4;22.38;49.29;
10:50:5;16.95;43.82;
10:50:6;18.00;44.11;
10:50:7;27.68;67.74;
10:50:8;27.29;61.44;
10:50:9;20.33;58.29;
10:50:10;16.93;52.15;
10:50:11;19.70;32.48;
10:50:12;28.72;73.89;
10:50:13;16.26;73.10;
10:50:14;16.86;52.80;
10:50:15;17.52;75.60;
10:50:16;19.37;68.67;
10:50:17;22.67;78.02;
10:50:18;20.46;52.50;
10:50:19;26.12;33.31;
10:50:20;23.85;31.95;
10:50:21;21.52;34.41;
10:50:22;18.93;48.62;
10:50:23;23.46;45.04;
10:50:24;18.68;76.18;
10:50:25;18.72;52.15;
10:50:26;21.88;69.94;
10:50:27;16.46;45.05;
10:50:28;29.29;46.15;
10:50:29;21.35;66.20;
10:50:30;15.46;60.98;
10:50:31;18.06;46.21;
10:50:32;23.90;76.11;
10:50:33;17.77;33.43;
10:50:34;20.82;34.43;
10:50:35;23.91;77.03;
10:50:36;20.70;53.10;
10:50:37;21.46;56.79;
10:50:38;16.29;67.41;
10:50:39;22.76;76.61;
10:50:40;27.06;66.39;
10:50:41;19.81;73.67;
10:50:42;22.74;38.10;
10:50:43;18.02;55.45;
10:50:44;17.12;76.18;
10:50:45;18.60;34.80;
10:50:46;15.60;60.92;
10:50:47;20.90;34.67;
10:50:48;15.17;74.47;
10:50:49;25.55;47.53;
10:50:50;24.84;32.01;
10:50:51;16.97;37.38;
10:50:52;27.12;57.79;
10:50:53;27.49;50.56;
10:50:54;29.94;72.81;
10:50:55;21.08;76.32;
10:50:56;20.92;43.66;
10:50:57;22.70;45.65;
10:50:58;25.32;33.69;
10:50:59;16.93;36.90;
10:51:0;25.56;59.82;
10:51:1;25.79;30.94;
10:51:2;24.62;48.66;
10:51:3;25.48;74.61;
10:51:4;16.50;63.58;
10:51:5;15.69;75.50;
10:51:6;29.31;41.87;
10:51:7;25.80;77.73;
10:51:8;20.93;37.33;
10:51:9;15.91;52.23;
10:51:10;22.31;38.08;
10:51:11;26.30;48.27;
10:51:12;26.03;33.86;
10:51:13;28.36;70.80;
10:51:14;15.61;37.12;
10:51:15;27.36;63.80;
10:51:16;24.52;44.60;
10:51:17;21.73;72.84;
10:51:18;24.54;75.30;
10:51:19;15.03;32.43;
10:51:20;25.82;58.72;
10:51:21;16.31;30.22;
10:51:22;26.20;34.22;
10:51:23;17.76;51.18;
10:51:24;25.10;38.90;
10:51:25;29.86;58.24;
10:51:26;26.91;47.41;
10:51:27;21.94;48.16;
10:51:28;27.43;75.21;
10:51:29;15.20;73.01;
10:51:30;15.91;66.13;
10:51:31;22.75;32.29;
10:51:32;22.23;63.92;
10:51:33;15.99;56.32;
10:51:34;28.56;71.15;
10:51:35;16.29;63.38;
10:51:36;23.33;49.14;
10:51:37;26.54;36.13;
10:51:38;21.54;63.02;
10:51:39;18.33;32.87;
10:51:40;23.84;60.35;
10:51:41;19.04;70.96;
10:51:42;27.88;51.86;
10:51:43;16.63;35.44;
10:51:44;19.62;55.97;
10:51:45;22.26;33.56;
10:51:46;15.73;31.26;
10:51:47;17.30;40.51;
10:51:48;20.83;44.11;
10:51:49;17.10;57.56;
10:51:50;22.74;37.33;
10:51:51;15.00;58.26;
10:51:52;16.90;33.30;
10:51:53;20.22;65.24;
10:51:54;23.86;78.03;
10:51:55;18.97;56.78;
10:51:56;29.59;34.91;
10:51:57;29.83;53.17;
10:51:58;17.94;71.74;
10:51:59;16.89;47.02;
10:52:0;25.97;71.20;
10:52:1;27.08;69.02;
10:52:2;17.90;48.40;
10:52:3;16.95;54.91;
10:52:4;15.73;40.29;
10:52:5;26.23;79.48;
10:52:6;21.79;73.12;
10:52:7;22.64;36.47;
10:52:8;16.74;55.22;
10:52:9;19.58;68.52;
10:52:10;28.84;78.28;
10:52:11;27.61;34.43;
10:52:12;21.54;58.57;
10:52:13;15.56;42.65;
10:52:14;18.66;35.35;
10:52:15;17.91;42.53;
10:52:16;16.83;40.99;
10:52:17;24.18;36.97;
10:52:18;29.31;67.12;
10:52:19;21.08;60.68;
10:52:20;22.47;38.39;
10:52:21;16.59;32.14;
10:52:22;29.75;70.40;
10:52:23;17.97;77.09;
10:52:24;29.20;67.62;
10:52:25;26.74;67.86;
10:52:26;18.47;72.97;
10:52:27;18.49;70.87;
10:52:28;19.70;58.73;
10:52:29;29.04;44.37;
10:52:30;28.21;30.30;
10:52:31;17.00;35.59;
10:52:32;28.78;46.01;
10:52:33;23.69;56.25;
10:52:34;18.90;60.06;
10:52:35;19.94;77.26;
10:52:36;15.29;46.03;
10:52:37;19.91;76.53;
10:52:38;29.16;46.71;
10:52:39;15.26;74.84;
10:52:40;24.73;42.51;
10:52:41;29.39;62.46;
10:52:42;24.62;79.24;
10:52:43;17.28;37.43;
10:52:44;29.76;56.06;
10:52:45;18.39;79.55;
10:52:46;18.50;34.78;
10:52:47;28.84;45.24;
10:52:48;23.55;68.93;
10:52:49;26.04;44.80;
10:52:50;21.71;36.97;
10:52:51;29.31;68.12;
10:52:52;23.53;51.75;
10:52:53;20.47;69.64;
10:52:54;23.81;77.69;
10:52:55;25.46;40.78;
10:52:56;26.47;59.63;
10:52:57;15.85;41.01;
10:52:58;27.38;51.66;
10:52:59;15.87;50.26;
10:53:0;21.80;51.78;
10:53:1;24.62;70.39;
10:53:2;16.12;42.46;
10:53:3;20.04;51.58;
10:53:4;23.45;64.14;
10:53:5;18.94;38.71;
10:53:6;29.06;43.37;
10:53:7;20.81;53.16;
10:53:8;29.79;59.87;
10:53:9;21.08;41.67;
10:53:10;17.77;78.17;
10:53:11;15.64;64.80;
10:53:12;20.06;37.99;
10:53:13;28.13;40.53;
10:53:14;21.88;78.03;
10:53:15;29.87;49.33;
10:53:16;26.78;40.46;
10:53:17;26.30;76.44;
10:53:18;15.17;70.75;
10:53:19;25.62;62.05;
10:53:20;22.00;46.09;
10:53:21;20.57;71.32;
10:53:22;17.11;65.93;
10:53:23;21.76;65.53;
10:53:24;28.95;36.99;
10:53:25;28.57;47.09;
10:53:26;22.00;52.29;
10:53:27;24.15;55.86;
10:53:28;16.56;48.37;
10:53:29;16.83;39.03;
10:53:30;22.15;46.96;
10:53:31;28.33;55.11;
10:53:32;20.43;54.75;
10:53:33;15.73;58.62;
10:53:34;27.89;43.45;
10:53:35;23.36;32.86;
10:53:36;20.14;67.82;
10:53:37;18.43;32.93;
10:53:38;24.55;76.76;
10:53:39;15.40;36.40;
10:53:40;25.33;59.33;
10:53:41;26.73;55.13;
10:53:42;17.60;52.90;
10:53:43;21.30;68.02;
